Date,Tm,Home_Away,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled,Team,Season
"Tuesday, Jun 21",MIA,Home,COL,W,9.0,8.0,9.0,30-36,4.0,13.0,Okert,Colomé,Scott,3:42,N,9012.0,.36,1,,MIA,2022
"Wednesday, Jun 22",MIA,Home,COL,W,7.0,4.0,9.0,31-36,4.0,12.0,López,Kuhl,None,3:08,N,8983.0,.41,2,,MIA,2022
"Thursday, Jun 23",MIA,Home,COL,W,3.0,2.0,9.0,32-36,4.0,11.5,Okert,Colomé,Scott,3:17,D,11854.0,.45,3,,MIA,2022
"Friday, Jun 24",MIA,Home,NYM,L,3.0,5.0,9.0,32-37,4.0,12.5,Walker,Alcantara,Díaz,3:03,N,11444.0,.53,-1,,MIA,2022
"Saturday, Jun 25",MIA,Home,NYM,L,3.0,5.0,9.0,32-38,4.0,13.5,Bassitt,Yacabonis,Díaz,3:00,D,18722.0,.50,-2,,MIA,2022
"Sunday, Jun 26",MIA,Home,NYM,W-wo,3.0,2.0,9.0,33-38,4.0,12.5,Scott,Ottavino,None,2:44,D,19343.0,.37,1,,MIA,2022
"Monday, Jun 27",MIA,@,STL,L,0.0,9.0,9.0,33-39,4.0,13.0,Wainwright,López,None,2:40,N,34701.0,.47,-1,,MIA,2022
"Tuesday, Jun 28",MIA,@,STL,L,3.0,5.0,9.0,33-40,4.0,13.0,Hudson,Garrett,Helsley,3:01,N,32065.0,.42,-2,,MIA,2022
"Wednesday, Jun 29",MIA,@,STL,W,4.0,3.0,9.0,34-40,4.0,12.0,Alcantara,Helsley,None,2:35,N,35674.0,.37,1,,MIA,2022
"Friday, Jul 1",MIA,@,WSN,W,6.0,3.0,9.0,35-40,4.0,12.0,Rogers,Gray,Scott,3:05,N,23794.0,.36,2,,MIA,2022
"Saturday, Jul 2",MIA,@,WSN,W,5.0,3.0,9.0,36-40,4.0,11.0,Castano,Tetreault,Scott,3:20,D,19674.0,.43,3,,MIA,2022
"Sunday, Jul 3",MIA,@,WSN,W,7.0,4.0,10.0,37-40,4.0,11.0,Scott,Edwards,Floro,3:51,D,25385.0,.47,4,,MIA,2022
"Monday, Jul 4",MIA,@,WSN,W,3.0,2.0,10.0,38-40,4.0,11.0,Yacabonis,Rainey,Floro,2:53,D,25129.0,.56,5,,MIA,2022
"Tuesday, Jul 5",MIA,Home,LAA,W,2.0,1.0,9.0,39-40,4.0,10.0,Alcantara,Syndergaard,Scott,2:47,N,13338.0,.59,6,,MIA,2022
"Wednesday, Jul 6",MIA,Home,LAA,L,2.0,5.0,9.0,39-41,4.0,11.0,Ohtani,Rogers,None,3:07,N,18741.0,.67,-1,,MIA,2022
"Thursday, Jul 7",MIA,@,NYM,L,0.0,10.0,9.0,39-42,4.0,12.0,Williams,Castano,None,2:51,N,30555.0,.66,-2,,MIA,2022
"Friday, Jul 8",MIA,@,NYM,W,5.0,2.0,9.0,40-42,4.0,11.0,López,Bassitt,Scott,3:37,N,25208.0,.58,1,,MIA,2022
"Saturday, Jul 9",MIA,@,NYM,L-wo,4.0,5.0,10.0,40-43,4.0,12.0,Holderman,Scott,None,3:41,D,43336.0,.66,-1,,MIA,2022
"Sunday, Jul 10",MIA,@,NYM,W,2.0,0.0,10.0,41-43,4.0,11.0,Bleier,Hunter,Scott,2:57,D,34774.0,.57,1,,MIA,2022
"Monday, Jul 11",MIA,Home,PIT,L,1.0,5.0,9.0,41-44,4.0,12.0,Keller,Rogers,De los Santos,3:03,N,8560.0,.58,-1,,MIA,2022
"Tuesday, Jul 12",MIA,Home,PIT,L,2.0,3.0,9.0,41-45,4.0,12.0,Peters,Castano,Bednar,2:43,N,8022.0,.55,-2,,MIA,2022
"Wednesday, Jul 13",MIA,Home,PIT,W-wo,5.0,4.0,10.0,42-45,4.0,12.0,Pop,Bednar,None,3:21,N,9524.0,.48,1,,MIA,2022
"Thursday, Jul 14",MIA,Home,PIT,W-wo,3.0,2.0,11.0,43-45,4.0,12.0,Bleier,Crowe,None,4:13,D,13612.0,.50,2,,MIA,2022
"Friday, Jul 15",MIA,Home,PHI,L,1.0,2.0,9.0,43-46,4.0,12.5,Gibson,Alcantara,Domínguez,3:04,N,10193.0,.67,-1,,MIA,2022
"Saturday, Jul 16",MIA,Home,PHI,L,0.0,10.0,9.0,43-47,4.0,14.0,Suárez,Meyer,None,2:52,D,13497.0,.55,-2,,MIA,2022
"Sunday, Jul 17",MIA,Home,PHI,L,0.0,4.0,9.0,43-48,4.0,14.0,Nola,Rogers,Alvarado,2:42,D,12450.0,.44,-3,,MIA,2022
"Thursday, Jul 21",MIA,Home,TEX,L,0.0,8.0,9.0,43-49,4.0,14.5,Gray,López,None,3:06,D,9524.0,.33,-4,,MIA,2022
"Friday, Jul 22",MIA,@,PIT,W,8.0,1.0,9.0,44-49,4.0,13.5,Garrett,Thompson,None,2:41,N,22316.0,.30,1,,MIA,2022
"Saturday, Jul 23",MIA,@,PIT,L,0.0,1.0,9.0,44-50,4.0,13.5,Quintana,Scott,Bednar,3:00,N,22560.0,.36,-1,,MIA,2022
"Sunday, Jul 24",MIA,@,PIT,W,6.0,5.0,10.0,45-50,4.0,13.5,Bass,Bednar,Brigham,3:07,D,15188.0,.30,1,,MIA,2022
"Monday, Jul 25",MIA,@,CIN,L,2.0,11.0,9.0,45-51,4.0,14.0,Lodolo,Rogers,None,3:16,N,12948.0,.41,-1,,MIA,2022
"Tuesday, Jul 26",MIA,@,CIN,W,2.0,1.0,9.0,46-51,4.0,14.0,López,Greene,Scott,2:45,N,14937.0,.36,1,,MIA,2022
"Wednesday, Jul 27",MIA,@,CIN,L,3.0,5.0,9.0,46-52,4.0,15.0,Castillo,Garrett,Strickland,2:32,N,11387.0,.41,-1,,MIA,2022
"Thursday, Jul 28",MIA,@,CIN,W,7.0,6.0,9.0,47-52,4.0,14.5,Pop,Strickland,Scott,3:40,D,14506.0,.35,1,,MIA,2022
"Friday, Jul 29",MIA,Home,NYM,L,4.0,6.0,9.0,47-53,4.0,15.5,Ottavino,Okert,Díaz,3:16,N,15131.0,.37,-1,,MIA,2022
"Saturday, Jul 30",MIA,Home,NYM,L,0.0,4.0,9.0,47-54,4.0,16.5,Carrasco,Neidert,None,2:35,N,16655.0,.28,-2,,MIA,2022
"Sunday, Jul 31",MIA,Home,NYM,L,3.0,9.0,9.0,47-55,4.0,17.5,Walker,López,None,3:23,D,17449.0,.23,-3,,MIA,2022
"Monday, Aug 1",MIA,Home,CIN,L,1.0,3.0,9.0,47-56,4.0,18.5,Greene,Luzardo,Strickland,2:55,N,7701.0,.17,-4,,MIA,2022
"Tuesday, Aug 2",MIA,Home,CIN,L,1.0,2.0,9.0,47-57,4.0,18.5,Ashcraft,Garrett,Díaz,2:46,N,8188.0,.12,-5,,MIA,2022
"Wednesday, Aug 3",MIA,Home,CIN,W,3.0,0.0,9.0,48-57,4.0,18.5,Alcantara,Minor,None,2:09,N,8656.0,.10,1,,MIA,2022
"Friday, Aug 5",MIA,@,CHC,L,1.0,2.0,9.0,48-58,4.0,19.0,Wick,Floro,None,3:20,D,35689.0,.11,-1,,MIA,2022
"Saturday, Aug 6",MIA,@,CHC,L,0.0,4.0,9.0,48-59,4.0,20.5,Smyly,López,None,2:46,D,36787.0,.09,-2,,MIA,2022
"Sunday, Aug 7",MIA,@,CHC,W,3.0,0.0,9.0,49-59,4.0,20.5,Luzardo,Sampson,Scott,2:36,D,30177.0,.07,1,,MIA,2022
"Tuesday, Aug 9",MIA,@,PHI,L,1.0,4.0,9.0,49-60,4.0,22.0,Wheeler,Garrett,Domínguez,2:46,N,22087.0,.09,-1,,MIA,2022
"Wednesday, Aug 10",MIA,@,PHI,L,3.0,4.0,9.0,49-61,4.0,23.0,Bellatti,Alcantara,Domínguez,2:38,N,23021.0,.07,-2,,MIA,2022
"Thursday, Aug 11",MIA,@,PHI,W,3.0,0.0,9.0,50-61,4.0,22.5,Cabrera,Gibson,Scott,3:07,D,25444.0,.04,1,,MIA,2022
"Friday, Aug 12",MIA,Home,ATL,L,3.0,4.0,9.0,50-62,4.0,22.5,Matzek,Hernández,Jansen,3:37,N,10459.0,.05,-1,,MIA,2022
"Saturday, Aug 13 (1)",MIA,Home,ATL,L,2.0,5.0,9.0,50-63,4.0,24.0,Muller,Luzardo,Jansen,3:01,D,7308.0,.02,-2,,MIA,2022
"Saturday, Aug 13 (2)",MIA,Home,ATL,L,2.0,6.0,9.0,50-64,4.0,24.0,Anderson,Nance,Iglesias,3:12,N,11910.0,.01,-3,,MIA,2022
"Sunday, Aug 14",MIA,Home,ATL,L,1.0,3.0,9.0,50-65,4.0,25.0,Matzek,Scott,Jansen,3:08,D,10902.0,.02,-4,,MIA,2022
"Monday, Aug 15",MIA,Home,SDP,W,3.0,0.0,9.0,51-65,4.0,24.0,Alcantara,Musgrove,Scott,3:04,N,9123.0,.01,1,,MIA,2022
"Tuesday, Aug 16",MIA,Home,SDP,W,4.0,3.0,9.0,52-65,4.0,23.0,Hernández,García,Floro,3:33,N,9065.0,.01,2,,MIA,2022
"Wednesday, Aug 17",MIA,Home,SDP,L,3.0,10.0,9.0,52-66,4.0,24.0,Morejón,López,None,3:44,D,7273.0,.01,-1,,MIA,2022
"Friday, Aug 19",MIA,@,LAD,L,1.0,2.0,9.0,52-67,4.0,24.5,Martin,Floro,Phillips,2:41,N,50431.0,.01,-2,,MIA,2022
"Saturday, Aug 20",MIA,@,LAD,L,0.0,7.0,9.0,52-68,4.0,25.0,May,Hoeing,None,2:39,N,51813.0,.01,-3,,MIA,2022
"Sunday, Aug 21",MIA,@,LAD,L,3.0,10.0,9.0,52-69,4.0,26.0,Pepiot,Alcantara,None,3:18,D,42125.0,.01,-4,,MIA,2022
"Monday, Aug 22",MIA,@,OAK,W,3.0,0.0,9.0,53-69,4.0,25.0,Cabrera,Oller,Scott,2:44,N,2630.0,.00,1,,MIA,2022
"Tuesday, Aug 23",MIA,@,OAK,W,5.0,3.0,9.0,54-69,4.0,24.0,López,Logue,Scott,2:46,N,4028.0,.00,2,,MIA,2022
"Wednesday, Aug 24",MIA,@,OAK,L-wo,2.0,3.0,10.0,54-70,4.0,24.5,Puk,Bleier,None,2:40,D,3901.0,.00,-1,,MIA,2022
"Friday, Aug 26",MIA,Home,LAD,L,6.0,10.0,10.0,54-71,4.0,26.0,Price,Nardi,None,4:18,N,9365.0,.00,-2,,MIA,2022
"Saturday, Aug 27",MIA,Home,LAD,W,2.0,1.0,9.0,55-71,4.0,26.0,Alcantara,May,None,2:17,N,23543.0,.00,1,,MIA,2022
"Sunday, Aug 28",MIA,Home,LAD,L,1.0,8.0,9.0,55-72,4.0,26.0,Urías,Cabrera,None,3:14,D,13617.0,.00,-1,,MIA,2022
"Monday, Aug 29",MIA,Home,LAD,L,2.0,3.0,10.0,55-73,4.0,26.5,Kimbrel,Brazobán,Martin,3:27,N,10288.0,.00,-2,,MIA,2022
"Tuesday, Aug 30",MIA,Home,TBR,L,2.0,7.0,9.0,55-74,4.0,26.5,Chargois,Luzardo,None,3:12,N,7386.0,.00,-3,,MIA,2022
"Wednesday, Aug 31",MIA,Home,TBR,L,1.0,2.0,10.0,55-75,4.0,27.5,Adam,Nance,Beeks,3:07,N,7420.0,.00,-4,,MIA,2022
"Friday, Sep 2",MIA,@,ATL,L,1.0,8.0,9.0,55-76,4.0,29.0,Morton,Alcantara,None,2:57,N,42161.0,.00,-5,,MIA,2022
"Saturday, Sep 3",MIA,@,ATL,L-wo,1.0,2.0,9.0,55-77,4.0,29.0,Matzek,Okert,None,3:05,N,42405.0,.00,-6,,MIA,2022
"Sunday, Sep 4",MIA,@,ATL,L,1.0,7.0,9.0,55-78,4.0,29.0,Fried,López,None,2:59,D,42360.0,.00,-7,,MIA,2022
"Tuesday, Sep 6",MIA,@,PHI,L-wo,2.0,3.0,9.0,55-79,4.0,29.0,Robertson,Nance,None,3:06,N,17145.0,.00,-8,,MIA,2022
"Wednesday, Sep 7",MIA,@,PHI,L,3.0,4.0,9.0,55-80,4.0,30.5,Falter,Rogers,Brogdon,3:02,N,17755.0,.00,-9,,MIA,2022
"Thursday, Sep 8",MIA,@,PHI,W,6.0,5.0,9.0,56-80,4.0,30.0,Floro,Robertson,None,3:04,N,19073.0,.00,1,,MIA,2022
"Friday, Sep 9",MIA,Home,NYM,W,6.0,3.0,9.0,57-80,4.0,29.5,Cabrera,Peterson,Floro,3:05,N,12692.0,.00,2,,MIA,2022
"Saturday, Sep 10",MIA,Home,NYM,L,3.0,11.0,9.0,57-81,4.0,30.0,Carrasco,López,None,3:13,N,17441.0,.00,-1,,MIA,2022
"Sunday, Sep 11",MIA,Home,NYM,L,3.0,9.0,9.0,57-82,4.0,31.0,Walker,Luzardo,None,3:01,D,13234.0,.00,-2,,MIA,2022
"Monday, Sep 12 (1)",MIA,Home,TEX,L,2.0,3.0,9.0,57-83,4.0,30.5,Hernández,Okert,Leclerc,3:00,D,5095.0,.00,-3,,MIA,2022
"Monday, Sep 12 (2)",MIA,Home,TEX,W,10.0,6.0,9.0,58-83,4.0,30.5,Hoeing,Alexy,None,3:09,N,5242.0,.00,1,,MIA,2022
"Tuesday, Sep 13",MIA,Home,PHI,L,1.0,2.0,9.0,58-84,4.0,30.5,Falter,Alcantara,Robertson,2:34,N,5801.0,.00,-1,,MIA,2022
"Wednesday, Sep 14",MIA,Home,PHI,L,1.0,6.0,9.0,58-85,4.0,30.5,Gibson,Cabrera,None,3:12,N,5632.0,.00,-2,,MIA,2022
"Thursday, Sep 15",MIA,Home,PHI,W,5.0,3.0,9.0,59-85,4.0,30.5,López,Syndergaard,Floro,3:02,N,7877.0,.00,1,,MIA,2022
"Friday, Sep 16",MIA,@,WSN,L,4.0,5.0,9.0,59-86,4.0,31.5,Edwards,Sulser,Finnegan,3:00,N,24931.0,.00,-1,,MIA,2022
"Saturday, Sep 17",MIA,@,WSN,L,3.0,5.0,9.0,59-87,4.0,32.5,Harvey,Brigham,Finnegan,3:02,D,34179.0,.00,-2,,MIA,2022
"Sunday, Sep 18",MIA,@,WSN,W,3.0,1.0,9.0,60-87,4.0,32.5,Alcantara,Sánchez,None,2:27,D,31638.0,.00,1,,MIA,2022
"Monday, Sep 19",MIA,Home,CHC,W,10.0,3.0,9.0,61-87,4.0,32.5,Cabrera,Miley,None,2:57,N,8315.0,.00,2,,MIA,2022
"Tuesday, Sep 20",MIA,Home,CHC,L,1.0,2.0,9.0,61-88,4.0,33.5,Alzolay,Okert,Hughes,2:48,N,7972.0,.00,-1,,MIA,2022
"Wednesday, Sep 21",MIA,Home,CHC,L,3.0,4.0,9.0,61-89,4.0,33.5,Thompson,Okert,None,2:47,N,8753.0,.00,-2,,MIA,2022
"Friday, Sep 23",MIA,Home,WSN,W,5.0,2.0,9.0,62-89,4.0,33.5,Garrett,Gray,Floro,2:41,N,12240.0,.00,1,,MIA,2022
"Saturday, Sep 24",MIA,Home,WSN,W,4.0,1.0,9.0,63-89,4.0,32.5,Alcantara,Fedde,Floro,2:18,N,16099.0,.00,2,,MIA,2022
"Sunday, Sep 25",MIA,Home,WSN,L,1.0,6.0,9.0,63-90,4.0,33.5,Sánchez,Cabrera,None,3:09,D,13042.0,.00,-1,,MIA,2022
"Tuesday, Sep 27",MIA,@,NYM,W,6.0,4.0,9.0,64-90,4.0,32.5,López,Carrasco,Floro,3:17,N,29067.0,.00,1,,MIA,2022
"Wednesday, Sep 28",MIA,@,NYM,L-wo,4.0,5.0,10.0,64-91,4.0,33.5,Smith,Floro,None,3:26,N,28228.0,.00,-1,,MIA,2022
"Thursday, Sep 29",MIA,@,MIL,W,4.0,2.0,9.0,65-91,4.0,33.0,Nance,Peralta,Floro,3:08,N,23122.0,.00,1,,MIA,2022
"Friday, Sep 30",MIA,@,MIL,L,0.0,1.0,9.0,65-92,4.0,33.0,Burnes,Alcantara,Williams,2:28,N,31945.0,.00,-1,,MIA,2022
"Saturday, Oct 1",MIA,@,MIL,W,4.0,3.0,9.0,66-92,4.0,33.0,Nance,Williams,Bleier,3:28,N,30686.0,.00,1,,MIA,2022
"Sunday, Oct 2",MIA,@,MIL,W,4.0,3.0,12.0,67-92,4.0,33.0,Brazobán,Gott,Scott,4:12,D,31053.0,.00,2,,MIA,2022
"Monday, Oct 3",MIA,Home,ATL,W,4.0,0.0,9.0,68-92,4.0,32.0,Luzardo,Elder,None,2:29,N,10767.0,.00,3,,MIA,2022
"Tuesday, Oct 4",MIA,Home,ATL,L,1.0,2.0,9.0,68-93,4.0,33.0,Odorizzi,Garrett,Jansen,3:09,N,14138.0,.00,-1,,MIA,2022
"Wednesday, Oct 5",MIA,Home,ATL,W,12.0,9.0,9.0,69-93,4.0,32.0,Nardi,Chavez,Floro,3:40,D,12195.0,.00,1,,MIA,2022
"Thursday, Apr 7",MIL,@,CHC,L,4.0,5.0,9.0,0-1,4.0,1.0,Givens,Ashby,Robertson,3:18,D,35112.0,.98,-1,,MIL,2022
"Saturday, Apr 9",MIL,@,CHC,L,0.0,9.0,9.0,0-2,4.0,2.0,Steele,Woodruff,None,3:28,D,30369.0,.95,-2,,MIL,2022
"Sunday, Apr 10",MIL,@,CHC,W,5.0,4.0,9.0,1-2,4.0,1.0,Cousins,Norris,Hader,3:03,D,32858.0,.92,1,,MIL,2022
"Monday, Apr 11",MIL,@,BAL,L,0.0,2.0,9.0,1-3,5.0,1.5,Baumann,Houser,López,3:24,D,44461.0,.87,-1,,MIL,2022
"Tuesday, Apr 12",MIL,@,BAL,W,5.0,4.0,9.0,2-3,3.0,1.5,Milner,Bautista,Hader,3:38,N,11814.0,.82,1,,MIL,2022
"Wednesday, Apr 13",MIL,@,BAL,W,4.0,2.0,9.0,3-3,3.0,1.0,Boxberger,López,Hader,3:04,N,12704.0,.83,2,,MIL,2022
"Thursday, Apr 14",MIL,Home,STL,W,5.0,1.0,9.0,4-3,2.0,0.5,Woodruff,Wainwright,None,3:04,D,42794.0,1.05,3,,MIL,2022
"Friday, Apr 15",MIL,Home,STL,L,1.0,10.0,9.0,4-4,3.0,1.0,Mikolas,Peralta,None,3:10,N,26874.0,1.04,-1,,MIL,2022
"Saturday, Apr 16",MIL,Home,STL,L,1.0,2.0,9.0,4-5,4.0,2.0,Matz,Houser,Gallegos,2:55,N,26356.0,1.01,-2,,MIL,2022
"Sunday, Apr 17",MIL,Home,STL,W,6.0,5.0,9.0,5-5,4.0,1.0,Cousins,Hudson,Hader,3:51,D,23001.0,.99,1,,MIL,2022
"Monday, Apr 18",MIL,Home,PIT,W,6.0,1.0,9.0,6-5,3.0,0.5,Lauer,Thompson,None,2:44,N,21512.0,1.02,2,,MIL,2022
"Tuesday, Apr 19",MIL,Home,PIT,W,5.0,2.0,9.0,7-5,2.0,0.5,Burnes,Brubaker,Hader,2:29,N,22747.0,1.03,3,,MIL,2022
"Wednesday, Apr 20",MIL,Home,PIT,W,4.0,2.0,9.0,8-5,2.0,0.5,Woodruff,Keller,Hader,2:55,D,20790.0,1.08,4,,MIL,2022
"Friday, Apr 22",MIL,@,PHI,L,2.0,4.0,9.0,8-6,2.0,1.0,Nelson,Ashby,Knebel,3:20,N,29285.0,1.06,-1,,MIL,2022
"Saturday, Apr 23",MIL,@,PHI,W,5.0,3.0,9.0,9-6,2.0,1.0,Houser,Wheeler,Hader,2:57,D,30612.0,1.04,1,,MIL,2022
"Sunday, Apr 24",MIL,@,PHI,W,1.0,0.0,9.0,10-6,1.0,Tied,Williams,Knebel,Hader,2:49,N,26175.0,1.08,2,,MIL,2022
"Monday, Apr 25",MIL,Home,SFG,L,2.0,4.0,9.0,10-7,1.0,Tied,McGee,Cousins,Doval,3:01,N,21186.0,1.11,-1,,MIL,2022
"Tuesday, Apr 26",MIL,@,PIT,W,12.0,8.0,9.0,11-7,1.0,up 1.0,Suter,Fletcher,Hader,3:29,N,8493.0,1.15,1,,MIL,2022
"Wednesday, Apr 27",MIL,@,PIT,W,3.0,1.0,9.0,12-7,1.0,up 1.0,Gott,Crowe,Hader,3:01,N,8331.0,1.23,2,,MIL,2022
"Thursday, Apr 28",MIL,@,PIT,W,3.0,2.0,9.0,13-7,1.0,up 1.0,Milner,Stratton,Williams,3:08,D,8332.0,1.21,3,,MIL,2022
"Friday, Apr 29",MIL,Home,CHC,W,11.0,1.0,9.0,14-7,1.0,up 2.0,Houser,Hendricks,None,3:15,N,29062.0,1.21,4,,MIL,2022
"Saturday, Apr 30",MIL,Home,CHC,W,9.0,1.0,9.0,15-7,1.0,up 3.0,Lauer,Steele,None,3:03,N,37263.0,1.22,5,,MIL,2022
"Sunday, May 1",MIL,Home,CHC,L,0.0,2.0,9.0,15-8,1.0,up 2.0,Stroman,Burnes,Robertson,2:43,D,35137.0,1.26,-1,,MIL,2022
"Tuesday, May 3",MIL,Home,CIN,W,6.0,3.0,9.0,16-8,1.0,up 2.5,Woodruff,Mahle,Williams,3:10,N,21961.0,1.16,1,,MIL,2022
"Wednesday, May 4",MIL,Home,CIN,W,18.0,4.0,9.0,17-8,1.0,up 2.5,Peralta,Gutierrez,None,3:46,N,25413.0,1.19,2,,MIL,2022
"Thursday, May 5",MIL,Home,CIN,W,10.0,5.0,9.0,18-8,1.0,up 2.5,Houser,Greene,None,3:05,D,21715.0,1.21,3,,MIL,2022
"Friday, May 6",MIL,@,ATL,W,6.0,3.0,9.0,19-8,1.0,up 2.5,Lauer,McHugh,Hader,3:15,N,36307.0,1.23,4,,MIL,2022
"Saturday, May 7",MIL,@,ATL,L,2.0,3.0,9.0,19-9,1.0,up 2.5,Fried,Burnes,Jansen,2:57,N,37857.0,1.20,-1,,MIL,2022
"Sunday, May 8",MIL,@,ATL,L,2.0,9.0,9.0,19-10,1.0,up 2.5,Morton,Ashby,None,2:52,D,36551.0,1.21,-2,,MIL,2022
"Monday, May 9",MIL,@,CIN,L,5.0,10.0,9.0,19-11,1.0,up 2.0,Cessa,Woodruff,None,3:18,N,10046.0,1.18,-3,,MIL,2022
"Tuesday, May 10",MIL,@,CIN,W,5.0,4.0,9.0,20-11,1.0,up 3.0,Peralta,Greene,Hader,3:50,N,10445.0,1.20,1,,MIL,2022
"Wednesday, May 11",MIL,@,CIN,L,11.0,14.0,9.0,20-12,1.0,up 2.0,Díaz,Houser,None,3:26,D,11851.0,1.18,-1,,MIL,2022
"Friday, May 13",MIL,@,MIA,W,2.0,1.0,9.0,21-12,1.0,up 3.5,Williams,Scott,Hader,2:53,N,9110.0,1.21,1,,MIL,2022
"Saturday, May 14",MIL,@,MIA,L,3.0,9.0,9.0,21-13,1.0,up 2.5,Rogers,Lauer,None,3:30,N,12941.0,1.23,-1,,MIL,2022
"Sunday, May 15",MIL,@,MIA,W,7.0,3.0,9.0,22-13,1.0,up 2.5,Woodruff,Hernández,Ashby,3:33,D,11729.0,1.24,1,,MIL,2022
"Monday, May 16",MIL,Home,ATL,W,1.0,0.0,9.0,23-13,1.0,up 3.0,Peralta,Anderson,Hader,2:31,N,25880.0,1.23,2,,MIL,2022
"Tuesday, May 17",MIL,Home,ATL,L,0.0,3.0,9.0,23-14,1.0,up 2.5,Davidson,Houser,Jansen,3:14,N,28910.0,1.26,-1,,MIL,2022
"Wednesday, May 18",MIL,Home,ATL,W-wo,7.0,6.0,11.0,24-14,1.0,up 3.5,Kelley,Chavez,None,4:03,D,27014.0,1.25,1,,MIL,2022
"Friday, May 20",MIL,Home,WSN,W,7.0,0.0,9.0,25-14,1.0,up 4.0,Lauer,Fedde,None,2:46,N,29609.0,1.24,2,,MIL,2022
"Saturday, May 21",MIL,Home,WSN,W,5.0,1.0,9.0,26-14,1.0,up 4.0,Woodruff,Corbin,Hader,3:13,N,34837.0,1.18,3,,MIL,2022
"Sunday, May 22",MIL,Home,WSN,L,2.0,8.0,9.0,26-15,1.0,up 3.0,Sanchez,Peralta,None,3:03,D,39822.0,1.18,-1,,MIL,2022
"Monday, May 23",MIL,@,SDP,L-wo,2.0,3.0,10.0,26-16,1.0,up 2.0,García,Sánchez,None,3:54,N,31504.0,1.26,-2,,MIL,2022
"Tuesday, May 24",MIL,@,SDP,W,4.0,1.0,9.0,27-16,1.0,up 3.0,Burnes,Snell,Williams,3:14,N,39834.0,1.25,1,,MIL,2022
"Wednesday, May 25",MIL,@,SDP,W,2.0,1.0,9.0,28-16,1.0,up 3.5,Perdomo,Darvish,Williams,3:05,D,27831.0,1.26,2,,MIL,2022
"Thursday, May 26",MIL,@,STL,W,4.0,3.0,9.0,29-16,1.0,up 4.5,Lauer,Wainwright,Hader,3:21,N,35107.0,1.40,3,,MIL,2022
"Friday, May 27",MIL,@,STL,L,2.0,4.0,9.0,29-17,1.0,up 3.5,VerHagen,Woodruff,Helsley,2:54,N,39077.0,1.39,-1,,MIL,2022
"Saturday, May 28",MIL,@,STL,L,3.0,8.0,9.0,29-18,1.0,up 2.5,Liberatore,Houser,None,2:45,D,45594.0,1.45,-2,,MIL,2022
"Sunday, May 29",MIL,@,STL,W,8.0,0.0,9.0,30-18,1.0,up 3.5,Burnes,Mikolas,None,2:48,D,44169.0,1.38,1,,MIL,2022
"Monday, May 30 (1)",MIL,@,CHC,W,7.0,6.0,9.0,31-18,1.0,up 4.0,Sánchez,Norris,Hader,3:17,D,39305.0,1.19,2,2022-04-08 (Rain),MIL,2022
"Monday, May 30 (2)",MIL,@,CHC,W,3.0,1.0,9.0,32-18,1.0,up 4.0,Ashby,Espinoza,Hader,2:52,N,28620.0,1.14,3,,MIL,2022
"Tuesday, May 31",MIL,@,CHC,L,7.0,8.0,9.0,32-19,1.0,up 3.0,Givens,Boxberger,Robertson,3:33,N,30596.0,1.14,-1,,MIL,2022
"Wednesday, Jun 1",MIL,@,CHC,L-wo,3.0,4.0,10.0,32-20,1.0,up 2.0,Leiter,Milner,None,3:03,N,33398.0,1.19,-2,,MIL,2022
"Thursday, Jun 2",MIL,Home,SDP,W-wo,5.0,4.0,9.0,33-20,1.0,up 3.0,Strzelecki,Rogers,None,3:20,N,21451.0,1.27,1,,MIL,2022
"Friday, Jun 3",MIL,Home,SDP,L,0.0,7.0,9.0,33-21,1.0,up 2.0,Musgrove,Burnes,None,3:03,N,30019.0,1.23,-1,,MIL,2022
"Saturday, Jun 4",MIL,Home,SDP,L,0.0,4.0,9.0,33-22,1.0,up 1.5,Gore,Ashby,None,2:43,D,37376.0,1.26,-2,,MIL,2022
"Sunday, Jun 5",MIL,Home,SDP,L,4.0,6.0,10.0,33-23,1.0,up 0.5,Hill,Gott,Rogers,3:30,D,32285.0,1.32,-3,,MIL,2022
"Tuesday, Jun 7",MIL,Home,PHI,L,2.0,3.0,9.0,33-24,1.0,up 0.5,Brogdon,Hader,Knebel,3:00,N,27109.0,1.21,-4,,MIL,2022
"Wednesday, Jun 8",MIL,Home,PHI,L,0.0,10.0,9.0,33-25,1.0,up 0.5,Nola,Houser,None,2:50,N,29353.0,1.27,-5,,MIL,2022
"Thursday, Jun 9",MIL,Home,PHI,L,3.0,8.0,9.0,33-26,1.0,up 0.5,Domínguez,Burnes,None,4:01,D,27306.0,1.24,-6,,MIL,2022
"Friday, Jun 10",MIL,@,WSN,L,5.0,11.0,9.0,33-27,2.0,0.5,Fedde,Ashby,None,3:15,N,26111.0,1.19,-7,,MIL,2022
"Saturday, Jun 11",MIL,@,WSN,L,6.0,8.0,9.0,33-28,2.0,1.5,Corbin,Lauer,None,3:02,D,25265.0,1.16,-8,,MIL,2022
"Sunday, Jun 12",MIL,@,WSN,W,4.0,1.0,9.0,34-28,2.0,0.5,Milner,Espino,Hader,3:11,D,22549.0,1.17,1,,MIL,2022
